Wage (€),Value (€),Name,Age,Nationality,Overall,Potential,Club,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
115000,25500000,Miranda,32,Brazil,86,86,Inter,1890,67.0,83.0,61.0,57.0,72.0,84.0,48.0,32.0,65.0,43.0,39.0,12.0,6.0,10.0,13.0,12.0,83.0,88.0,82.0,69.0,41.0,89.0,49.0,43.0,82.0,70.0,70.0,86.0,74.0,65.0,90.0,80.0,58.0,51.0,63.0,84.0,79.0,62.0,67.0,168609,63.0,77.0,84.0,67.0,79.0,62.0,63.0,63.0,61.0,75.0,CB,63.0,77.0,84.0,67.0,79.0,62.0,63.0,63.0,61.0,75.0,63.0
94000,13500000,Pepe,34,Portugal,86,86,Beşiktaş JK,1839,65.0,94.0,63.0,49.0,62.0,77.0,46.0,44.0,58.0,46.0,47.0,8.0,15.0,5.0,9.0,10.0,80.0,86.0,76.0,61.0,56.0,86.0,57.0,40.0,83.0,70.0,63.0,87.0,70.0,62.0,86.0,84.0,48.0,23.0,59.0,83.0,76.0,59.0,63.0,120533,59.0,75.0,83.0,63.0,76.0,59.0,59.0,61.0,58.0,72.0,CB,59.0,75.0,83.0,63.0,76.0,59.0,59.0,61.0,58.0,72.0,61.0
210000,41000000,Cesc Fàbregas,30,Spain,86,86,Chelsea,2118,65.0,45.0,65.0,77.0,86.0,92.0,85.0,77.0,80.0,76.0,81.0,6.0,10.0,8.0,15.0,15.0,74.0,50.0,68.0,90.0,75.0,60.0,80.0,78.0,81.0,91.0,77.0,62.0,62.0,80.0,63.0,64.0,91.0,81.0,82.0,64.0,72.0,80.0,83.0,162895,82.0,70.0,64.0,83.0,72.0,80.0,81.0,77.0,80.0,72.0,CAM CDM CM,82.0,70.0,64.0,83.0,72.0,80.0,81.0,77.0,80.0,72.0,77.0
175000,22500000,F. Ribéry,34,France,86,86,FC Bayern Munich,1965,85.0,52.0,88.0,91.0,90.0,86.0,81.0,83.0,90.0,76.0,81.0,15.0,6.0,9.0,7.0,10.0,41.0,36.0,34.0,75.0,75.0,13.0,78.0,81.0,86.0,86.0,76.0,26.0,79.0,64.0,25.0,60.0,86.0,80.0,85.0,42.0,57.0,83.0,78.0,156616,85.0,55.0,42.0,78.0,57.0,83.0,83.0,77.0,84.0,61.0,LW LM,85.0,55.0,42.0,78.0,57.0,83.0,83.0,77.0,84.0,61.0,77.0
92000,10500000,P. Čech,35,Czech Republic,86,86,Arsenal,1206,40.0,17.0,49.0,34.0,22.0,70.0,19.0,13.0,12.0,12.0,19.0,82.0,87.0,76.0,83.0,81.0,19.0,23.0,51.0,33.0,11.0,11.0,23.0,13.0,84.0,35.0,21.0,12.0,44.0,32.0,13.0,65.0,53.0,17.0,,,,,,48940,,,,,,,,,,,GK,,,,,,,,,,,
235000,46000000,Diego Costa,28,Spain,86,86,Chelsea,1984,74.0,93.0,58.0,52.0,83.0,84.0,65.0,62.0,77.0,88.0,59.0,11.0,13.0,12.0,8.0,11.0,83.0,40.0,64.0,52.0,73.0,28.0,76.0,88.0,86.0,67.0,84.0,34.0,75.0,83.0,39.0,91.0,74.0,81.0,76.0,57.0,60.0,80.0,71.0,179844,76.0,58.0,57.0,71.0,60.0,80.0,76.0,83.0,77.0,60.0,ST,76.0,58.0,57.0,71.0,60.0,80.0,76.0,83.0,77.0,60.0,83.0
130000,42500000,R. Nainggolan,29,Belgium,86,86,Roma,2286,80.0,88.0,81.0,84.0,85.0,85.0,73.0,73.0,80.0,76.0,68.0,11.0,11.0,14.0,8.0,11.0,59.0,86.0,76.0,81.0,86.0,78.0,63.0,88.0,87.0,84.0,84.0,88.0,76.0,94.0,86.0,76.0,76.0,75.0,82.0,81.0,84.0,82.0,84.0,178518,82.0,83.0,81.0,84.0,84.0,82.0,82.0,80.0,81.0,84.0,CAM CM,82.0,83.0,81.0,84.0,84.0,82.0,82.0,80.0,81.0,84.0,80.0
205000,56000000,Coutinho,25,Brazil,86,89,Liverpool,2049,88.0,55.0,92.0,92.0,88.0,85.0,77.0,84.0,88.0,74.0,82.0,12.0,7.0,9.0,14.0,6.0,47.0,30.0,59.0,78.0,86.0,24.0,64.0,83.0,81.0,85.0,80.0,40.0,77.0,80.0,44.0,61.0,87.0,75.0,85.0,49.0,61.0,83.0,79.0,189242,85.0,60.0,49.0,79.0,61.0,83.0,83.0,77.0,84.0,64.0,CAM LW,85.0,60.0,49.0,79.0,61.0,83.0,83.0,77.0,84.0,64.0,77.0
190000,33000000,David Luiz,30,Brazil,86,86,Chelsea,2123,68.0,86.0,72.0,56.0,79.0,78.0,68.0,70.0,66.0,55.0,76.0,11.0,12.0,10.0,7.0,14.0,83.0,87.0,80.0,78.0,71.0,80.0,75.0,54.0,79.0,79.0,77.0,84.0,71.0,76.0,85.0,81.0,69.0,64.0,71.0,83.0,81.0,69.0,75.0,179944,71.0,79.0,83.0,75.0,81.0,69.0,70.0,69.0,69.0,78.0,CB,71.0,79.0,83.0,75.0,81.0,69.0,70.0,69.0,69.0,78.0,69.0
175000,44000000,Alex Sandro,26,Brazil,86,88,Juventus,2207,84.0,82.0,79.0,79.0,81.0,82.0,86.0,78.0,82.0,55.0,59.0,7.0,7.0,9.0,12.0,5.0,76.0,82.0,79.0,71.0,72.0,78.0,60.0,70.0,86.0,81.0,80.0,84.0,88.0,93.0,84.0,80.0,70.0,68.0,77.0,81.0,81.0,76.0,78.0,191043,77.0,84.0,81.0,78.0,81.0,76.0,80.0,75.0,78.0,84.0,LM LB,77.0,84.0,81.0,78.0,81.0,76.0,80.0,75.0,78.0,84.0,75.0
165000,40500000,T. Alderweireld,28,Belgium,86,87,Tottenham Hotspur,2047,62.0,81.0,60.0,50.0,70.0,81.0,64.0,63.0,62.0,45.0,69.0,16.0,6.0,14.0,16.0,14.0,82.0,84.0,81.0,81.0,66.0,89.0,60.0,56.0,86.0,77.0,86.0,85.0,69.0,76.0,90.0,82.0,67.0,38.0,67.0,84.0,81.0,67.0,74.0,184087,67.0,79.0,84.0,74.0,81.0,67.0,67.0,67.0,65.0,77.0,CB,67.0,79.0,84.0,74.0,81.0,67.0,67.0,67.0,65.0,77.0,67.0
250000,56500000,Isco,25,Spain,86,90,Real Madrid CF,2105,74.0,58.0,83.0,85.0,91.0,86.0,72.0,86.0,90.0,88.0,74.0,10.0,8.0,12.0,15.0,6.0,55.0,70.0,64.0,85.0,87.0,25.0,76.0,83.0,79.0,86.0,72.0,51.0,69.0,71.0,73.0,59.0,84.0,64.0,85.0,61.0,71.0,84.0,84.0,197781,85.0,67.0,61.0,84.0,71.0,84.0,82.0,79.0,83.0,70.0,LM RM CAM CM,85.0,67.0,61.0,84.0,71.0,84.0,82.0,79.0,83.0,70.0,79.0
150000,44500000,D. Alaba,25,Austria,86,88,FC Bayern Munich,2278,86.0,69.0,79.0,77.0,83.0,79.0,82.0,78.0,79.0,63.0,85.0,5.0,7.0,14.0,15.0,9.0,75.0,85.0,82.0,80.0,83.0,81.0,80.0,77.0,84.0,83.0,83.0,83.0,86.0,87.0,83.0,69.0,78.0,68.0,80.0,80.0,82.0,79.0,81.0,197445,80.0,83.0,80.0,81.0,82.0,79.0,81.0,77.0,80.0,84.0,CM CB LB,80.0,83.0,80.0,81.0,82.0,79.0,81.0,77.0,80.0,84.0,77.0
210000,59000000,R. Lukaku,24,Belgium,86,90,Manchester United,1997,76.0,72.0,62.0,47.0,75.0,84.0,68.0,72.0,77.0,89.0,66.0,8.0,15.0,14.0,7.0,10.0,87.0,27.0,71.0,68.0,75.0,27.0,82.0,87.0,85.0,71.0,88.0,30.0,89.0,80.0,30.0,93.0,73.0,76.0,77.0,53.0,57.0,80.0,71.0,192505,77.0,56.0,53.0,71.0,57.0,80.0,77.0,84.0,78.0,58.0,ST,77.0,56.0,53.0,71.0,57.0,80.0,77.0,84.0,78.0,58.0,84.0
250000,56000000,J. Rodríguez,25,Colombia,86,89,FC Bayern Munich,2118,77.0,65.0,82.0,75.0,85.0,87.0,88.0,87.0,83.0,82.0,86.0,15.0,15.0,15.0,5.0,14.0,62.0,55.0,54.0,80.0,91.0,25.0,81.0,80.0,84.0,84.0,86.0,30.0,75.0,68.0,42.0,70.0,86.0,91.0,83.0,53.0,64.0,83.0,79.0,198710,83.0,61.0,53.0,79.0,64.0,83.0,82.0,80.0,83.0,65.0,RM CM CAM,83.0,61.0,53.0,79.0,64.0,83.0,82.0,80.0,83.0,65.0,80.0
190000,47500000,T. Müller,27,Germany,86,86,FC Bayern Munich,2078,76.0,57.0,76.0,72.0,82.0,83.0,77.0,81.0,75.0,87.0,59.0,6.0,7.0,11.0,14.0,14.0,82.0,58.0,81.0,68.0,77.0,31.0,60.0,93.0,92.0,81.0,77.0,44.0,78.0,90.0,41.0,67.0,81.0,83.0,81.0,58.0,65.0,83.0,78.0,189596,81.0,66.0,58.0,78.0,65.0,83.0,81.0,83.0,81.0,68.0,ST CAM RW CF,81.0,66.0,58.0,78.0,65.0,83.0,81.0,83.0,81.0,68.0,83.0
250000,36000000,Sergio Busquets,28,Spain,86,86,FC Barcelona,1998,48.0,85.0,58.0,55.0,80.0,88.0,62.0,66.0,74.0,60.0,68.0,5.0,8.0,13.0,9.0,13.0,68.0,86.0,66.0,79.0,54.0,81.0,60.0,77.0,82.0,88.0,61.0,80.0,34.0,88.0,85.0,77.0,84.0,44.0,75.0,80.0,83.0,72.0,81.0,189511,75.0,76.0,80.0,81.0,83.0,72.0,73.0,68.0,70.0,77.0,CM CDM,75.0,76.0,80.0,81.0,83.0,72.0,73.0,68.0,70.0,77.0,68.0
165000,59000000,H. Kane,23,England,86,90,Tottenham Hotspur,2057,68.0,74.0,73.0,62.0,82.0,84.0,70.0,71.0,78.0,90.0,66.0,8.0,10.0,11.0,14.0,11.0,83.0,35.0,70.0,67.0,84.0,41.0,84.0,89.0,87.0,75.0,87.0,38.0,74.0,85.0,36.0,86.0,75.0,73.0,79.0,57.0,62.0,82.0,74.0,202126,79.0,60.0,57.0,74.0,62.0,82.0,78.0,84.0,79.0,62.0,ST,79.0,60.0,57.0,74.0,62.0,82.0,78.0,84.0,79.0,62.0,84.0
120000,45000000,M. Reus,28,Germany,86,86,Borussia Dortmund,2157,86.0,49.0,86.0,81.0,85.0,83.0,80.0,90.0,86.0,86.0,84.0,12.0,12.0,13.0,13.0,11.0,49.0,50.0,72.0,80.0,88.0,30.0,87.0,86.0,87.0,86.0,87.0,46.0,90.0,68.0,36.0,67.0,86.0,88.0,86.0,52.0,64.0,86.0,80.0,188350,86.0,63.0,52.0,80.0,64.0,86.0,84.0,82.0,86.0,67.0,LW ST LM,86.0,63.0,52.0,80.0,64.0,86.0,84.0,82.0,86.0,67.0,82.0
190000,46000000,I. Gündoğan,26,Germany,85,87,Manchester City,2148,73.0,68.0,83.0,81.0,88.0,86.0,74.0,81.0,87.0,72.0,74.0,11.0,14.0,5.0,5.0,13.0,49.0,79.0,62.0,83.0,74.0,57.0,76.0,79.0,87.0,88.0,77.0,64.0,70.0,71.0,67.0,74.0,87.0,75.0,84.0,69.0,77.0,81.0,83.0,186942,84.0,73.0,69.0,83.0,77.0,81.0,81.0,76.0,81.0,75.0,CDM CM,84.0,73.0,69.0,83.0,77.0,81.0,81.0,76.0,81.0,75.0,76.0
105000,5000000,A. Barzagli,36,Italy,85,85,Juventus,1750,64.0,70.0,51.0,64.0,65.0,82.0,40.0,50.0,64.0,21.0,31.0,4.0,2.0,4.0,2.0,4.0,72.0,92.0,85.0,65.0,39.0,90.0,60.0,28.0,80.0,65.0,54.0,88.0,76.0,46.0,90.0,87.0,62.0,35.0,58.0,83.0,76.0,55.0,63.0,137186,58.0,75.0,83.0,63.0,76.0,55.0,57.0,53.0,55.0,71.0,CB,58.0,75.0,83.0,63.0,76.0,55.0,57.0,53.0,55.0,71.0,53.0
170000,26000000,V. Kompany,31,Belgium,85,85,Manchester City,1913,61.0,87.0,60.0,42.0,68.0,81.0,61.0,61.0,63.0,45.0,52.0,10.0,9.0,5.0,8.0,6.0,84.0,80.0,71.0,66.0,55.0,84.0,63.0,41.0,84.0,72.0,75.0,84.0,64.0,74.0,85.0,88.0,59.0,46.0,62.0,82.0,77.0,62.0,67.0,139720,62.0,76.0,82.0,67.0,77.0,62.0,63.0,63.0,61.0,74.0,CB,62.0,76.0,82.0,67.0,77.0,62.0,63.0,63.0,61.0,74.0,63.0
81000,25000000,Filipe Luís,31,Brazil,85,85,Atlético Madrid,2134,75.0,81.0,74.0,60.0,81.0,88.0,84.0,74.0,77.0,59.0,75.0,11.0,15.0,9.0,9.0,5.0,68.0,82.0,63.0,77.0,60.0,85.0,65.0,71.0,83.0,78.0,71.0,86.0,82.0,91.0,83.0,74.0,70.0,56.0,75.0,80.0,81.0,74.0,77.0,164169,75.0,83.0,80.0,77.0,81.0,74.0,78.0,72.0,75.0,83.0,LB,75.0,83.0,80.0,77.0,81.0,74.0,78.0,72.0,75.0,83.0,72.0
49000,24500000,S. Ruffier,30,France,85,85,AS Saint-Étienne,1257,45.0,31.0,51.0,55.0,15.0,57.0,11.0,17.0,12.0,11.0,12.0,82.0,84.0,77.0,85.0,87.0,12.0,25.0,72.0,34.0,11.0,11.0,25.0,12.0,78.0,33.0,21.0,11.0,50.0,37.0,12.0,76.0,49.0,13.0,,,,,,167628,,,,,,,,,,,GK,,,,,,,,,,,
145000,28500000,B. Matuidi,30,France,85,85,Juventus,2172,79.0,85.0,76.0,79.0,77.0,82.0,75.0,65.0,73.0,65.0,52.0,8.0,11.0,5.0,10.0,14.0,73.0,85.0,84.0,79.0,66.0,83.0,56.0,68.0,84.0,84.0,74.0,81.0,78.0,94.0,84.0,78.0,75.0,72.0,76.0,82.0,83.0,75.0,79.0,170890,76.0,82.0,82.0,79.0,83.0,75.0,77.0,73.0,75.0,82.0,CM CDM,76.0,82.0,82.0,79.0,83.0,75.0,77.0,73.0,75.0,82.0,73.0
130000,28500000,J. Vertonghen,30,Belgium,85,85,Tottenham Hotspur,2079,68.0,83.0,62.0,55.0,74.0,81.0,68.0,58.0,69.0,56.0,73.0,6.0,10.0,9.0,12.0,7.0,81.0,86.0,83.0,74.0,68.0,84.0,68.0,60.0,82.0,79.0,86.0,86.0,66.0,79.0,86.0,81.0,68.0,52.0,70.0,83.0,81.0,70.0,74.0,172871,70.0,80.0,83.0,74.0,81.0,70.0,70.0,70.0,69.0,78.0,CB,70.0,80.0,83.0,74.0,81.0,70.0,70.0,70.0,69.0,78.0,70.0
160000,33000000,C. Marchisio,31,Italy,85,85,Juventus,2210,78.0,78.0,81.0,79.0,85.0,84.0,76.0,78.0,84.0,61.0,78.0,4.0,3.0,4.0,2.0,4.0,68.0,80.0,68.0,85.0,82.0,72.0,78.0,80.0,86.0,87.0,82.0,80.0,78.0,81.0,78.0,70.0,84.0,76.0,82.0,77.0,81.0,80.0,83.0,173210,82.0,79.0,77.0,83.0,81.0,80.0,81.0,76.0,80.0,80.0,CDM CM,82.0,79.0,77.0,83.0,81.0,80.0,81.0,76.0,80.0,80.0,76.0
145000,37500000,A. Di María,29,Argentina,85,85,Paris Saint-Germain,2115,86.0,73.0,92.0,79.0,85.0,82.0,85.0,78.0,86.0,74.0,72.0,10.0,7.0,11.0,12.0,11.0,53.0,38.0,72.0,79.0,77.0,37.0,73.0,82.0,80.0,83.0,83.0,56.0,86.0,78.0,59.0,60.0,81.0,77.0,83.0,58.0,66.0,82.0,78.0,183898,83.0,66.0,58.0,78.0,66.0,82.0,83.0,77.0,83.0,70.0,LW RW,83.0,66.0,58.0,78.0,66.0,82.0,83.0,77.0,83.0,70.0,77.0
160000,37500000,Azpilicueta,27,Spain,85,87,Chelsea,2099,78.0,80.0,75.0,73.0,79.0,78.0,78.0,66.0,69.0,46.0,58.0,13.0,9.0,10.0,6.0,5.0,76.0,85.0,76.0,74.0,60.0,87.0,66.0,62.0,86.0,80.0,68.0,87.0,79.0,88.0,88.0,73.0,68.0,51.0,72.0,83.0,82.0,70.0,76.0,184432,72.0,84.0,83.0,76.0,82.0,70.0,74.0,68.0,71.0,83.0,LB RB CB,72.0,84.0,83.0,76.0,82.0,70.0,74.0,68.0,71.0,83.0,68.0
160000,43500000,M. Pjanić,27,Bosnia Herzegovina,85,86,Juventus,2172,74.0,68.0,79.0,79.0,89.0,84.0,80.0,86.0,86.0,61.0,91.0,7.0,7.0,13.0,7.0,8.0,60.0,74.0,61.0,85.0,82.0,62.0,79.0,70.0,84.0,89.0,78.0,66.0,74.0,78.0,70.0,65.0,88.0,72.0,83.0,70.0,78.0,80.0,83.0,180206,83.0,75.0,70.0,83.0,78.0,80.0,81.0,74.0,80.0,77.0,CDM CM,83.0,75.0,70.0,83.0,78.0,80.0,81.0,74.0,80.0,77.0,74.0
215000,30500000,Jordi Alba,28,Spain,85,85,FC Barcelona,2206,93.0,75.0,90.0,86.0,83.0,75.0,82.0,77.0,80.0,73.0,64.0,13.0,15.0,13.0,6.0,13.0,63.0,83.0,81.0,70.0,66.0,81.0,59.0,77.0,82.0,79.0,64.0,83.0,93.0,90.0,84.0,60.0,68.0,60.0,78.0,78.0,80.0,78.0,78.0,189332,78.0,83.0,78.0,78.0,80.0,78.0,81.0,75.0,80.0,84.0,LB,78.0,83.0,78.0,78.0,80.0,78.0,81.0,75.0,80.0,84.0,75.0
115000,45000000,L. Insigne,26,Italy,85,86,Napoli,1949,94.0,34.0,96.0,93.0,90.0,78.0,83.0,83.0,88.0,73.0,77.0,8.0,4.0,14.0,9.0,10.0,56.0,26.0,53.0,73.0,80.0,16.0,61.0,83.0,80.0,83.0,70.0,22.0,86.0,75.0,24.0,44.0,87.0,74.0,85.0,39.0,54.0,83.0,77.0,198219,85.0,55.0,39.0,77.0,54.0,83.0,84.0,76.0,85.0,60.0,LW,85.0,55.0,39.0,77.0,54.0,83.0,84.0,76.0,85.0,60.0,76.0
60000,30000000,K. Glik,29,Poland,85,85,AS Monaco,1612,53.0,86.0,34.0,55.0,59.0,79.0,29.0,35.0,51.0,27.0,26.0,10.0,14.0,5.0,8.0,10.0,85.0,87.0,82.0,59.0,20.0,85.0,39.0,24.0,79.0,63.0,57.0,83.0,58.0,72.0,87.0,90.0,23.0,17.0,47.0,83.0,74.0,48.0,55.0,190547,47.0,72.0,83.0,55.0,74.0,48.0,50.0,52.0,45.0,68.0,CB,47.0,72.0,83.0,55.0,74.0,48.0,50.0,52.0,45.0,68.0,52.0
175000,46500000,R. Varane,24,France,85,92,Real Madrid CF,1875,77.0,77.0,58.0,47.0,77.0,82.0,36.0,46.0,57.0,40.0,54.0,11.0,11.0,9.0,5.0,14.0,83.0,82.0,80.0,76.0,53.0,84.0,43.0,44.0,81.0,75.0,52.0,85.0,81.0,68.0,86.0,85.0,56.0,42.0,64.0,83.0,79.0,62.0,69.0,201535,64.0,77.0,83.0,69.0,79.0,62.0,63.0,62.0,61.0,73.0,CB,64.0,77.0,83.0,69.0,79.0,62.0,63.0,62.0,61.0,73.0,62.0
195000,42000000,Casemiro,25,Brazil,85,89,Real Madrid CF,2138,63.0,87.0,66.0,57.0,78.0,86.0,52.0,59.0,69.0,59.0,74.0,13.0,14.0,16.0,12.0,12.0,74.0,86.0,87.0,84.0,77.0,83.0,66.0,66.0,83.0,82.0,86.0,86.0,61.0,85.0,87.0,85.0,76.0,53.0,74.0,83.0,84.0,72.0,79.0,200145,74.0,78.0,83.0,79.0,84.0,72.0,71.0,72.0,69.0,77.0,CDM,74.0,78.0,83.0,79.0,84.0,72.0,71.0,72.0,69.0,77.0,72.0
77000,51500000,Y. Carrasco,23,Belgium,85,90,Atlético Madrid,1991,87.0,61.0,91.0,71.0,86.0,75.0,80.0,81.0,91.0,79.0,78.0,9.0,11.0,9.0,10.0,10.0,53.0,18.0,68.0,74.0,75.0,19.0,74.0,82.0,83.0,79.0,84.0,26.0,89.0,73.0,39.0,59.0,74.0,68.0,82.0,45.0,56.0,83.0,74.0,208418,82.0,56.0,45.0,74.0,56.0,83.0,83.0,79.0,84.0,60.0,RM LM,82.0,56.0,45.0,74.0,56.0,83.0,83.0,79.0,84.0,60.0,79.0
180000,48500000,A. Lacazette,26,France,85,88,Arsenal,2063,84.0,70.0,87.0,84.0,84.0,86.0,64.0,74.0,85.0,87.0,71.0,11.0,6.0,9.0,5.0,6.0,72.0,40.0,76.0,59.0,76.0,23.0,84.0,87.0,85.0,79.0,81.0,30.0,87.0,80.0,42.0,79.0,74.0,82.0,81.0,54.0,60.0,83.0,74.0,193301,81.0,59.0,54.0,74.0,60.0,83.0,80.0,83.0,82.0,62.0,ST,81.0,59.0,54.0,74.0,60.0,83.0,80.0,83.0,82.0,62.0,83.0
46000,22000000,D. Subašić,32,Croatia,85,85,AS Monaco,1305,51.0,31.0,42.0,37.0,19.0,65.0,11.0,24.0,11.0,10.0,66.0,84.0,79.0,79.0,85.0,87.0,13.0,20.0,75.0,26.0,14.0,15.0,23.0,15.0,82.0,24.0,24.0,13.0,54.0,32.0,14.0,80.0,52.0,13.0,,,,,,192593,,,,,,,,,,,GK,,,,,,,,,,,
61000,34000000,B. Leno,25,Germany,85,88,Bayer 04 Leverkusen,1247,46.0,28.0,52.0,44.0,22.0,62.0,9.0,9.0,16.0,9.0,8.0,85.0,84.0,74.0,85.0,83.0,13.0,22.0,73.0,33.0,14.0,8.0,23.0,7.0,81.0,37.0,23.0,18.0,52.0,43.0,15.0,68.0,53.0,10.0,,,,,,192563,,,,,,,,,,,GK,,,,,,,,,,,
155000,35500000,M. ter Stegen,25,Germany,85,89,FC Barcelona,1274,38.0,43.0,37.0,43.0,18.0,62.0,15.0,18.0,17.0,14.0,12.0,84.0,83.0,87.0,81.0,86.0,11.0,22.0,79.0,38.0,10.0,10.0,25.0,11.0,82.0,30.0,22.0,10.0,50.0,35.0,13.0,79.0,57.0,14.0,,,,,,192448,,,,,,,,,,,GK,,,,,,,,,,,
195000,30500000,Juan Mata,29,Spain,84,84,Manchester United,1982,71.0,52.0,85.0,89.0,87.0,85.0,84.0,84.0,82.0,79.0,84.0,9.0,10.0,14.0,5.0,8.0,59.0,39.0,72.0,77.0,70.0,25.0,81.0,83.0,84.0,86.0,75.0,21.0,63.0,75.0,28.0,43.0,87.0,71.0,82.0,45.0,59.0,81.0,78.0,178088,82.0,55.0,45.0,78.0,59.0,81.0,81.0,76.0,81.0,61.0,RM CAM,82.0,55.0,45.0,78.0,59.0,81.0,81.0,76.0,81.0,61.0,76.0
59000,18500000,Bruno,33,Spain,84,84,Villarreal CF,2059,42.0,79.0,53.0,59.0,83.0,86.0,60.0,72.0,75.0,66.0,77.0,13.0,10.0,9.0,11.0,8.0,61.0,85.0,66.0,86.0,81.0,70.0,75.0,69.0,84.0,87.0,84.0,85.0,41.0,76.0,84.0,77.0,83.0,48.0,76.0,78.0,82.0,74.0,82.0,184120,76.0,74.0,78.0,82.0,82.0,74.0,72.0,71.0,71.0,75.0,CDM CM,76.0,74.0,78.0,82.0,82.0,74.0,72.0,71.0,71.0,75.0,71.0
110000,31500000,I. Perišić,28,Croatia,84,84,Inter,2078,81.0,59.0,78.0,67.0,83.0,80.0,84.0,73.0,83.0,79.0,76.0,6.0,7.0,10.0,9.0,6.0,78.0,42.0,82.0,72.0,80.0,26.0,76.0,84.0,80.0,78.0,83.0,45.0,87.0,86.0,45.0,75.0,78.0,80.0,80.0,56.0,62.0,81.0,76.0,181458,80.0,64.0,56.0,76.0,62.0,81.0,82.0,81.0,82.0,67.0,CAM LM,80.0,64.0,56.0,76.0,62.0,81.0,82.0,81.0,82.0,67.0,81.0
115000,28000000,E. Džeko,31,Bosnia Herzegovina,84,84,Roma,1861,67.0,51.0,57.0,36.0,80.0,79.0,63.0,65.0,76.0,87.0,54.0,9.0,11.0,13.0,15.0,15.0,84.0,50.0,66.0,72.0,73.0,11.0,67.0,89.0,83.0,77.0,86.0,16.0,61.0,70.0,28.0,82.0,70.0,77.0,77.0,49.0,57.0,79.0,73.0,180930,77.0,52.0,49.0,73.0,57.0,79.0,75.0,82.0,76.0,55.0,ST,77.0,52.0,49.0,73.0,57.0,79.0,75.0,82.0,76.0,55.0,82.0
200000,31500000,Willian,28,Brazil,84,84,Chelsea,2061,91.0,44.0,89.0,81.0,86.0,79.0,77.0,82.0,87.0,77.0,85.0,14.0,12.0,13.0,7.0,13.0,29.0,55.0,46.0,77.0,81.0,43.0,70.0,80.0,83.0,82.0,71.0,51.0,86.0,87.0,58.0,62.0,83.0,59.0,83.0,55.0,68.0,82.0,80.0,180403,83.0,68.0,55.0,80.0,68.0,82.0,83.0,74.0,83.0,72.0,CAM RM RW,83.0,68.0,55.0,80.0,68.0,82.0,83.0,74.0,83.0,72.0,74.0
160000,29000000,S. Khedira,30,Germany,84,84,Juventus,2157,60.0,82.0,59.0,52.0,81.0,84.0,72.0,68.0,78.0,69.0,68.0,11.0,9.0,5.0,15.0,8.0,76.0,86.0,68.0,81.0,78.0,76.0,69.0,80.0,86.0,85.0,82.0,78.0,68.0,78.0,82.0,89.0,82.0,76.0,79.0,81.0,82.0,78.0,82.0,179846,79.0,78.0,81.0,82.0,82.0,78.0,77.0,77.0,76.0,79.0,CDM CM,79.0,78.0,81.0,82.0,82.0,78.0,77.0,77.0,76.0,79.0,77.0
54000,25000000,R. Fährmann,28,Germany,84,85,FC Schalke 04,1190,38.0,36.0,39.0,36.0,24.0,61.0,14.0,18.0,15.0,11.0,11.0,83.0,86.0,52.0,85.0,87.0,15.0,23.0,72.0,26.0,9.0,12.0,21.0,11.0,84.0,25.0,24.0,10.0,47.0,32.0,12.0,79.0,42.0,11.0,,,,,,179783,,,,,,,,,,,GK,,,,,,,,,,,
46000,25000000,Sergio Asenjo,28,Spain,84,85,Villarreal CF,1341,59.0,20.0,62.0,58.0,14.0,39.0,24.0,23.0,15.0,14.0,22.0,86.0,83.0,76.0,82.0,85.0,13.0,22.0,73.0,39.0,23.0,12.0,15.0,12.0,79.0,39.0,24.0,14.0,54.0,43.0,15.0,73.0,46.0,22.0,,,,,,178750,,,,,,,,,,,GK,,,,,,,,,,,
115000,9000000,Dani Alves,34,Brazil,84,84,Paris Saint-Germain,2208,79.0,78.0,85.0,87.0,86.0,82.0,86.0,80.0,84.0,55.0,74.0,5.0,11.0,9.0,6.0,7.0,72.0,81.0,80.0,77.0,78.0,73.0,70.0,74.0,79.0,83.0,86.0,83.0,84.0,76.0,79.0,55.0,78.0,68.0,79.0,76.0,79.0,78.0,80.0,146530,79.0,81.0,76.0,80.0,79.0,78.0,80.0,74.0,79.0,81.0,RB,79.0,81.0,76.0,80.0,79.0,78.0,80.0,74.0,79.0,81.0,74.0
145000,23000000,M. Benatia,30,Morocco,84,84,Juventus,1764,72.0,82.0,59.0,51.0,65.0,78.0,45.0,34.0,64.0,45.0,27.0,7.0,4.0,8.0,7.0,11.0,80.0,84.0,82.0,65.0,24.0,86.0,41.0,38.0,78.0,65.0,59.0,84.0,76.0,68.0,86.0,89.0,47.0,31.0,58.0,82.0,75.0,58.0,62.0,177509,58.0,75.0,82.0,62.0,75.0,58.0,60.0,60.0,58.0,72.0,CB,58.0,75.0,82.0,62.0,75.0,58.0,60.0,60.0,58.0,72.0,60.0
